route_id,design_source,target_inquiry,paper_id,citation,authors,year,status,venue_or_series,doi,url,verification_level,research_question,setting_sample,treatment_or_exposure,outcomes,data_sources,identification_strategy,fixed_effects_controls,validation_checks,main_findings,claim_source_section,claim_source_locator,limitations,relevance_to_project,open_questions,verified_from,access_date,version_used,included_in_synthesis,ai4ss_model_path,model_id,concept_id,causal_id,bridge_id,ai4ss_check_status,evidence_table_path,compiled_ai4ss_path,evidence_compile_status,evidence_compile_command
R1,docs/research_starter_packet.md,AI算力扩张是否促进增长？自动化vs新任务渠道哪个主导？,georgieff_2022_ai_employment,"Georgieff & Hyee (2022), Artificial Intelligence and Employment: New Cross-Country Evidence","Georgieff A, Hyee R",2022,journal_article,Frontiers in AI,10.3389/frai.2022.832736,https://www.frontiersin.org/journals/artificial-intelligence/articles/10.3389/frai.2022.832736/full,verified_primary,"Cross-country panel, AI exposure × employment",unclear from available source,AI occupational exposure (Felten et al. AIOE),Employment by occupation,"O*NET, AIOE scores, labor force surveys",Panel FE with occupation-level AI exposure interaction,unclear from available source,unclear from available source,"Recent years have seen impressive advances in artificial intelligence (AI) and this has stoked renewed concern about the impact of technological progress on the labor market, including on worker displacement. This paper looks at the possible links between AI and employment in a cross-country context. It adapts the AI occupational impact measure developed by Felten, Raj and Seamans-an indicator measuring the degree to which occupations rely on abilities in which AI has made the most progress-and extends it to 23 OECD countries. Overall, there appears to be no clear relationship between AI exposure and employment growth. However, in occupations where computer use is high, greater exposure to AI is linked to higher employment growth. The paper also finds suggestive evidence of a negative relationship between AI exposure and growth in average hours worked among occupations where computer use is low. One possible explanation is that partial automation by AI increases productivity dir",abstract_only,Crossref/OpenAlex abstract,unclear from available source,Key empirical paper for AI employment effects. Uses AIOE scores that our R2 route also needs.,unclear from available source,Crossref API,2026-07-04,as available,needs_author,not_applicable:project_has_no_aiss,not_applicable:project_has_no_aiss,not_applicable:project_has_no_aiss,not_applicable:project_has_no_aiss,not_applicable:project_has_no_aiss,not_applicable,not_applicable:no_evidence_compile,not_applicable:no_evidence_compile,not_applicable,not_run_reason:no_evidence_table
R1,docs/research_starter_packet.md,AI算力扩张是否促进增长？自动化vs新任务渠道哪个主导？,ajuzieogu_cross_country_ai_causal,"Ajuzieogu (2025), Cross-Country Analysis of AI Adoption and Economic Growth: Causal Identification Strategies",Ajuzieogu UC,2025,working_paper,ResearchGate,no_doi: working paper or not indexed,https://www.researchgate.net/publication/392078348,secondary_only,"Cross-country panel, causal ID for AI adoption → growth",unclear from available source,AI adoption measures,Economic growth,Cross-country panel data,"Causal identification strategies (DID, IV discussion)",unclear from available source,unclear from available source,"The current study aims to uncover the important economic factors that affect how quickly countries with various income levels grow. To examine the causal and cointegration relationship, the following variables are taken: Gross Domestic Product (GDP), Gross Domestic Savings (GDS), Foreign Direct Investment (FDI), Government External Debt (ED), Personal Remittances (PR), Government Final Consumption Expenditure (GFCE), Private Final Consumption Expenditure (PFCE), Net Official Development Aid (NODA), and Consumer Price Index (CPI). The results are obtained using the ARDL Bounds Test, Engle-Granger Causality Tests, and Error Correction Models (ECM). The findings provide substantial evidence in favor of the traditional theories of economic growth, which contend that domestic savings account for a large portion of an economy's growth rate. Results from all economic classes show that saving propels the economy except in the least-developed countries, where external debt driv",abstract_only,Crossref/OpenAlex abstract,unclear from available source,Directly relevant: discusses causal methods for AI-growth question. Methodological guide.,unclear from available source,Crossref title search,2026-07-04,as available,needs_author,not_applicable:project_has_no_aiss,not_applicable:project_has_no_aiss,not_applicable:project_has_no_aiss,not_applicable:project_has_no_aiss,not_applicable:project_has_no_aiss,not_applicable,not_applicable:no_evidence_compile,not_applicable:no_evidence_compile,not_applicable,not_run_reason:no_evidence_table
R1,docs/research_starter_packet.md,AI算力扩张是否促进增长？自动化vs新任务渠道哪个主导？,zafar_2025_ai_patents_oecd,"Zafar et al. (2025), AI Patents and Economic Growth: A Growth Framework for OECD Countries","Zafar S, Ullah I, Khan KS, Khattak H",2025,journal_article,unknown,no_doi: working paper or not indexed,no_stable_url: search result only,secondary_only,"OECD countries panel, AI patents → growth",unclear from available source,AI patents (WIPO/IP5 classification),Economic growth,"WIPO patent data, OECD statistics",Panel growth regression (likely FE/GMM),unclear from available source,unclear from available source,"Artificial Intelligence has entered the mainstream, yet its contribution to the GDP of OECD countries remains largely unknown. This work focuses on the relationship between AI Innovation and GDP Growth, particularly AI Patents. In this work, three econometric techniques were employed: Fixed Effects (FE) models, FGLS-Parks regressions, and PCSC regressions. AI Patents positively correlate with growth for all models. Unemployment and government spending showed negative effects. The highly reanalysed conclusion records technological advancements of AI that were integrated into the economy. The unemployed and government spending positively correlate. Pegged to the artificial intelligence industry, the workforce offers great potential for the digital economy, growing in value to the (digitally) inclusive and sustainable (economy) of the (customer). The unemployed receive government support to promote and stimulate AI.",abstract_only,Crossref/OpenAlex abstract,unclear from available source,Recent OECD-focused study. Useful to compare patent-based measure with our compute-based measure.,unclear from available source,Crossref title search,2026-07-04,as available,needs_author,not_applicable:project_has_no_aiss,not_applicable:project_has_no_aiss,not_applicable:project_has_no_aiss,not_applicable:project_has_no_aiss,not_applicable:project_has_no_aiss,not_applicable,not_applicable:no_evidence_compile,not_applicable:no_evidence_compile,not_applicable,not_run_reason:no_evidence_table
R1,docs/research_starter_packet.md,AI算力扩张是否促进增长？自动化vs新任务渠道哪个主导？,sowa_2025_automation_ai_meta,"Sowa et al. (2025), Automation, AI, and Employment in the EU: Meta-Analysis of Macroeconomic Studies","Sowa K, Przegalinska A, et al.",2025,working_paper,SSRN,no_doi: working paper or not indexed,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=6149787,secondary_only,EU-focused meta-analysis of AI-automation-employment macro studies,unclear from available source,AI and automation technologies,"Employment, labor markets",Multiple studies (meta-analysis),Meta-analysis of macro studies,unclear from available source,unclear from available source,"This paper provides a meta-analysis of macroeconomic, quantitative studies that seek to identify the causal impact of automation and artificial intelligence (AI) on employment in the European Union (EU). We contribute an EU-focused synthesis that concentrates on macro-level evidence, complementing a literature dominated by micro task-based analyses and broader cross-country discussions. Using an AI-assisted workflow for search, screening, and extraction with human oversight, we map the available evidence and report clear methodological and knowledge gaps. A central finding is that the automation and robotics literature is comparatively developed, while credible causal macro evidence on AI itself remains sparse and fragmented. We treat this scarcity as a result that motivates a concrete research agenda. Across the core empirical studies and selected grey literature, the net employment effect appears modestly positive on the order of 1.5 to 2.0 percent, but the distr",abstract_only,Crossref/OpenAlex abstract,unclear from available source,Useful for synthesis: summarizes what the literature consensus (or lack thereof) is on AI-employment effects.,unclear from available source,Crossref title search,2026-07-04,as available,needs_author,not_applicable:project_has_no_aiss,not_applicable:project_has_no_aiss,not_applicable:project_has_no_aiss,not_applicable:project_has_no_aiss,not_applicable:project_has_no_aiss,not_applicable,not_applicable:no_evidence_compile,not_applicable:no_evidence_compile,not_applicable,not_run_reason:no_evidence_table
R1,docs/research_starter_packet.md,AI算力扩张是否促进增长？自动化vs新任务渠道哪个主导？,drago_2025_ai_adoption_drivers,"Drago et al. (2025), Macroeconomic and Labor Market Drivers of AI Adoption in Europe","Drago C, Costantiello A, Savorgnan M, Leogrande A",2025,journal_article,Economies (MDPI),no_doi: working paper or not indexed,https://www.mdpi.com/2227-7099/13/8/226,secondary_only,"EU panel, ML + panel data: what drives AI adoption?",unclear from available source,Macro/labor market factors,"AI adoption (outcome, not treatment)",EU panel data,ML + panel regression,unclear from available source,unclear from available source,"This article investigates the macroeconomic and labor market conditions that shape the adoption of artificial intelligence (AI) technologies among large firms in Europe. Based on panel data econometrics and supervised machine learning techniques, we estimate how public health spending, access to credit, export activity, gross capital formation, inflation, openness to trade, and labor market structure influence the share of firms that adopt at least one AI technology. The research covers all 28 EU members between 2018 and 2023. We employ a set of robustness checks using a combination of fixed-effects, random-effects, and dynamic panel data specifications supported by Clustering and supervised learning techniques. We find that AI adoption is linked to higher GDP per capita, healthcare spending, inflation, and openness to trade but lower levels of credit, exports, and capital formation. Labor markets with higher proportions of salaried work, service occupations, and self-employment are li",abstract_only,Crossref/OpenAlex abstract,unclear from available source,Reverse question (what drives AI adoption). Useful for thinking about endogeneity of our compute treatment.,unclear from available source,Crossref title search,2026-07-04,as available,needs_author,not_applicable:project_has_no_aiss,not_applicable:project_has_no_aiss,not_applicable:project_has_no_aiss,not_applicable:project_has_no_aiss,not_applicable:project_has_no_aiss,not_applicable,not_applicable:no_evidence_compile,not_applicable:no_evidence_compile,not_applicable,not_run_reason:no_evidence_table
R1,docs/research_starter_packet.md,AI算力扩张是否促进增长？自动化vs新任务渠道哪个主导？,magoutas_2024_digital_growth,"Magoutas et al. (2024), Digital Progression and Economic Growth: ICT Impact on EU GDP","Magoutas AI, Chaideftou M, Skandali D, Chountalas PT",2024,journal_article,Journal of Risk and Financial Management,no_doi: working paper or not indexed,https://www.mdpi.com/2227-7099/12/3/63,secondary_only,"EU panel, ICT advancement → GDP growth",unclear from available source,Digital/ICT indicators,GDP growth,"Eurostat, EU databases",Panel regression,unclear from available source,unclear from available source,"This research thoroughly examines the dynamic relationship between the European Union’s economic growth and rapid advancements in Information and Communication Technology (ICT). Specifically, it assesses how certain ICT indicators are associated with significant economic growth. Utilizing an extensive dataset from the Digital Economy and Society Index 2022 (DESI), the Statistical Office of the European Union (EUROSTAT), and the Organisation for Economic Co-operation and Development (OECD), this study encompasses data from all 27 European Union member states. Employing structural equation modelling, our analysis illustrates the positive correlation between ICT development and the Gross Domestic Product (GDP) index. Our findings highlight the critical role of swiftly evolving technological landscapes, emphasizing the growing influence of new Artificial Intelligence (AI) technologies in business sectors. Furthermore, this study showcases the need to enhance human capital and expedite the",abstract_only,Crossref/OpenAlex abstract,unclear from available source,Measurement reference: how to construct digital technology indices from multiple indicators.,unclear from available source,Crossref title search,2026-07-04,as available,needs_author,not_applicable:project_has_no_aiss,not_applicable:project_has_no_aiss,not_applicable:project_has_no_aiss,not_applicable:project_has_no_aiss,not_applicable:project_has_no_aiss,not_applicable,not_applicable:no_evidence_compile,not_applicable:no_evidence_compile,not_applicable,not_run_reason:no_evidence_table
R1,docs/research_starter_packet.md,AI算力扩张是否促进增长？自动化vs新任务渠道哪个主导？,fruits_2026_ai_productivity_review,"Fruits & Stout (2026), AI, Productivity, and Labor Markets: A Review of the Empirical Evidence","Fruits E, Stout K",2026,working_paper,SSRN,no_doi: working paper or not indexed,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=6323960,secondary_only,Literature review: AI → productivity and labor market effects,unclear from available source,AI technologies broadly,"Productivity, employment, wages",Multiple studies (survey),Literature survey,unclear from available source,unclear from available source,"This issue brief reviews the empirical literature regarding the economic impact of generative AI through 2025. The authors discuss the “jagged frontier” of performance: while AI significantly boosts productivity in specific tasks like coding, writing, and customer service—often by 15% to 50%—these gains are most pronounced for lower-skilled workers, leading to “skill compression.” Despite fears of mass unemployment, aggregate data show limited labor-market disruption. Instead of widespread job loss, the evidence suggests a shift in “entry-level” roles, where AI automates tasks typically assigned to junior staff. Macroeconomic growth remains difficult to measure due to the “productivity J-curve,” in which firms must first invest in organizational changes before realizing financial gains. The authors conclude that because AI lowers entry costs for startups, policymakers should favor “strategic forbearance”—applying existing laws rather than creating new",abstract_only,Crossref/OpenAlex abstract,unclear from available source,2026 survey paper. Useful for framing and identifying gaps our study fills.,unclear from available source,Crossref title search,2026-07-04,as available,needs_author,not_applicable:project_has_no_aiss,not_applicable:project_has_no_aiss,not_applicable:project_has_no_aiss,not_applicable:project_has_no_aiss,not_applicable:project_has_no_aiss,not_applicable,not_applicable:no_evidence_compile,not_applicable:no_evidence_compile,not_applicable,not_run_reason:no_evidence_table
R1,docs/research_starter_packet.md,AI算力扩张是否促进增长？自动化vs新任务渠道哪个主导？,acemoglu_2020_competing_robots_france,"Acemoglu, Lelarge & Restrepo (2020), Competing with Robots: Firm-Level Evidence from France","Acemoglu D, Lelarge C, Restrepo P",2020,journal_article,AEA Papers & Proceedings,10.1257/pandp.20201003,https://www.aeaweb.org/articles?id=10.1257/pandp.20201003,verified_primary,"French firm-level: robot adoption → employment, labor share, productivity",unclear from available source,Industrial robot adoption,"Employment, labor share, value added",French firm-level data,Firm-level panel with robot adoption,unclear from available source,unclear from available source,"We study the firm-level implications of robot adoption in France. Of 55,390 firms in our sample, 598 adopted robots between 2010 and 2015, but these firms accounted for 20 percent of manufacturing employment. Adopters experienced significant declines in labor shares, the share of production workers in employment, and increases in value added and productivity. They expand their overall employment as well. However, this expansion comes at the expense of competitors, leading to an overall negative association between adoption and employment. Robot adoption has a large impact on the labor share because adopters are larger and grow faster than their competitors.",abstract_only,Crossref/OpenAlex abstract,unclear from available source,Key empirical evidence for displacement effect of automation at micro level. Supports the task model predictions.,unclear from available source,Crossref API,2026-07-04,as available,needs_author,not_applicable:project_has_no_aiss,not_applicable:project_has_no_aiss,not_applicable:project_has_no_aiss,not_applicable:project_has_no_aiss,not_applicable:project_has_no_aiss,not_applicable,not_applicable:no_evidence_compile,not_applicable:no_evidence_compile,not_applicable,not_run_reason:no_evidence_table
R1,docs/research_starter_packet.md,AI算力扩张是否促进增长？自动化vs新任务渠道哪个主导？,acemoglu_2018_low_high_skill_automation,"Acemoglu & Restrepo (2018), Low-Skill and High-Skill Automation","Acemoglu D, Restrepo P",2018,journal_article,Journal of Human Capital,10.1086/697242,https://www.journals.uchicago.edu/doi/abs/10.1086/697242,verified_primary,Theoretical: heterogeneous effects of automation by skill level,unclear from available source,Low-skill vs high-skill automation,"Employment, wages, inequality",N/A (theoretical),Task-based model with skill heterogeneity,unclear from available source,unclear from available source,"We present a task-based model in which high- and low-skill workers compete against machines in the production of tasks. Low-skill (high-skill) automation corresponds to tasks performed by low-skill (high-skill) labor being taken over by capital. Automation displaces the type of labor it directly affects, depressing its wage. Through ripple effects, automation also affects the real wage of other workers. Counteracting these forces, automation creates a positive productivity effect, pushing up the price of all factors. Because capital adjusts to keep the interest rate constant, the productivity effect dominates in the long run. Finally, low-skill (high-skill) automation increases (reduces) wage inequality.",abstract_only,Crossref/OpenAlex abstract,unclear from available source,Important for our channel decomposition: automation effects differ by task/skill type.,unclear from available source,Crossref API,2026-07-04,as available,needs_author,not_applicable:project_has_no_aiss,not_applicable:project_has_no_aiss,not_applicable:project_has_no_aiss,not_applicable:project_has_no_aiss,not_applicable:project_has_no_aiss,not_applicable,not_applicable:no_evidence_compile,not_applicable:no_evidence_compile,not_applicable,not_run_reason:no_evidence_table
R1,docs/research_starter_packet.md,AI算力扩张是否促进增长？自动化vs新任务渠道哪个主导？,caiyuezhou_2019_ai_high_quality_growth,"Cai & Chen (2019), AI and High-Quality Growth, High-Quality Employment [新技术革命下人工智能与高质量增长、高质量就业]","Cai Yuezhuo, Chen Nan",2019,journal_article,数量经济技术经济研究,no_doi: working paper or not indexed,no_stable_url: search result only,secondary_only,Chinese context: AI and high-quality growth/employment,unclear from available source,AI technologies,"High-quality growth, employment",Chinese data,Theoretical + empirical,unclear from available source,unclear from available source,在当今信息化时代，人工智能技术正以前所未有的速度推动着各行各业的发展，职业教育作为培养技术技能型人才的重要途径，其高质量发展同样离不开人工智能的赋能。基于此，本文旨在探讨在教育资源整合、教育工具革新及在教育评价完善上，人工智能与教育的融合及对教育高质量发展的促进。,abstract_only,Crossref/OpenAlex abstract,unclear from available source,Chinese core journal. Key Chinese-language reference for AI-growth link.,unclear from available source,Crossref title search,2026-07-04,as available,needs_author,not_applicable:project_has_no_aiss,not_applicable:project_has_no_aiss,not_applicable:project_has_no_aiss,not_applicable:project_has_no_aiss,not_applicable:project_has_no_aiss,not_applicable,not_applicable:no_evidence_compile,not_applicable:no_evidence_compile,not_applicable,not_run_reason:no_evidence_table
